t	v
56.1	-59.9512
56.2	-59.9512
56.3	-59.9512
56.4	-59.9512
56.5	-59.9512
56.6	-59.9512
56.7	-59.9512
56.8	-59.9512
56.9	-59.9512
57	-59.9512
57.1	-59.9512
57.2	-59.9512
57.3	-59.9512
57.4	-59.9512
57.5	-59.9512
57.6	-59.9512
57.7	-59.9512
57.8	-59.9512
57.9	-59.9512
58	-59.9512
58.1	-59.9512
58.2	-59.9512
58.3	-59.9512
58.4	-59.9512
58.5	-59.9512
58.6	-59.9512
58.7	-59.9512
58.8	-59.9512
58.9	-59.9512
59	-59.9512
59.1	-59.9512
59.2	-59.9512
59.3	-59.9512
59.4	-59.9512
59.5	-59.9512
59.6	-59.9512
59.7	-59.9512
59.8	-59.9512
59.9	-59.9512
60	-59.9512
60.1	-59.9512
60.2	-59.9512
60.3	-59.9512
60.4	-59.9512
60.5	-59.9512
60.6	-59.9512
60.7	-59.9512
60.8	-59.9512
60.9	-59.9512
61	-59.9512
61.1	-59.9512
61.2	-59.9512
61.3	-59.9512
61.4	-59.9512
61.5	-59.9512
61.6	-59.9512
61.7	-59.9512
61.8	-59.9512
61.9	-59.9512
62	-59.9512
62.1	-59.9512
62.2	-59.9512
62.3	-59.9512
62.4	-59.9512
62.5	-59.9512
62.6	-59.9512
62.7	-59.9512
62.8	-59.9512
62.9	-59.9512
63	-59.9512
63.1	-59.9512
63.2	-59.9512
63.3	-59.9512
63.4	-59.9512
63.5	-59.9512
63.6	-59.9512
63.7	-59.9512
63.8	-59.9512
63.9	-59.9512
64	-59.9512
64.1	-59.9512
64.2	-59.9512
64.3	-59.9512
64.4	-59.9512
64.5	-59.9512
64.6	-59.9512
64.7	-59.9512
64.8	-59.9512
64.9	-59.9512
65	-59.9512
65.1	-59.9512
65.2	-59.9512
65.3	-59.9512
65.4	-59.9512
65.5	-59.9512
65.6	-59.9512
65.7	-59.9512
65.8	-59.9512
65.9	-59.9512
66	-59.9512
66.1	-59.9512
66.2	-59.9512
66.3	-59.9512
66.4	-59.9512
66.5	-59.9512
66.6	-59.9512
66.7	-59.9512
66.8	-59.9512
66.9	-59.9512
67	-59.9512
67.1	-59.9512
67.2	-59.9512
67.3	-59.9512
67.4	-59.9512
67.5	-59.9512
67.6	-59.9512
67.7	-59.9512
67.8	-59.9512
67.9	-59.9512
68	-59.9512
68.1	-59.9512
68.2	-59.9512
68.3	-59.9512
68.4	-59.9512
68.5	-59.9512
68.6	-59.9512
68.7	-59.9512
68.8	-59.9512
68.9	-59.9512
69	-59.9512
69.1	-59.9512
69.2	-59.9512
69.3	-59.9512
69.4	-59.9512
69.5	-59.9512
69.6	-59.9512
69.7	-59.9512
69.8	-59.9512
69.9	-59.9512
70	-59.9512
70.1	-59.9512
70.2	-59.9512
70.3	-59.9512
70.4	-59.9512
70.5	-59.9512
70.6	-59.9512
70.7	-59.9512
70.8	-59.9512
70.9	-59.9512
71	-59.9512
71.1	-59.9512
71.2	-59.9512
71.3	-59.9512
71.4	-59.9512
71.5	-59.9512
71.6	-59.9512
71.7	-59.9512
71.8	-59.9512
71.9	-59.9512
72	-59.9512
72.1	-59.9512
72.2	-59.9512
72.3	-59.9512
72.4	-59.9512
72.5	-59.9512
72.6	-59.9512
72.7	-59.9512
72.8	-59.9512
72.9	-59.9512
73	-59.9512
73.1	-59.9512
73.2	-59.9512
73.3	-59.9512
73.4	-59.9512
73.5	-59.9512
73.6	-59.9512
73.7	-59.9512
73.8	-59.9512
73.9	-59.9512
74	-59.9512
74.1	-59.9512
74.2	-59.9512
74.3	-59.9512
74.4	-59.9512
74.5	-59.9512
74.6	-59.9512
74.7	-59.9512
74.8	-59.9512
74.9	-59.9512
75	-59.9512
75.1	-59.9512
75.2	-59.9512
75.3	-59.9512
75.4	-59.9512
75.5	-59.9512
75.6	-59.9512
75.7	-59.9512
75.8	-59.9512
75.9	-59.9512
76	-59.9512
76.1	-59.9512
76.2	-59.9512
76.3	-59.9512
76.4	-59.9512
76.5	-59.9512
76.6	-59.9512
76.7	-59.9512
76.8	-59.9512
76.9	-59.9512
77	-59.9512
77.1	-59.9512
77.2	-59.9512
77.3	-59.9512
77.4	-59.9512
77.5	-59.9512
77.6	-59.9512
77.7	-59.9512
77.8	-59.9512
77.9	-59.9512
78	-59.9512
78.1	-59.9512
78.2	-59.9512
78.3	-59.9512
78.4	-59.9512
78.5	-59.9512
78.6	-59.9512
78.7	-59.9512
78.8	-59.9512
78.9	-59.9512
79	-59.9512
79.1	-59.9512
79.2	-59.9512
79.3	-59.9512
79.4	-59.9512
79.5	-59.9512
79.6	-59.9512
79.7	-59.9512
79.8	-59.9512
79.9	-59.9512
80	-59.9512
80.1	-59.9512
80.2	-59.9512
80.3	-59.9512
80.4	-59.9512
80.5	-59.9512
80.6	-59.9512
80.7	-59.9512
80.8	-59.9512
